1.56,5,8,69.9,72,2,2,9251
1.73,6,5,71.5,71,3,2,9254
1.52,6,5,73.0,71,2,2,9256
1.52,4,7,76.2,69,2,1,9257
1.52,6,7,74.0,72,1,1,9260
1.52,4,6,77.0,71,2,1,9265
1.50,3,8,74.3,70,2,1,9271
1.70,6,7,71.7,70,3,2,9271
1.52,5,7,69.8,72,2,2,9277
1.50,5,7,75.4,66,2,1,9306
1.50,5,7,78.9,72,3,2,9307
1.71,6,7,73.3,70,2,1,9307
1.51,5,5,74.5,73,3,2,9309
1.53,5,7,73.0,75,2,2,9309
1.53,4,8,74.1,73,1,2,9310
1.50,5,5,76.5,76,3,2,9313
1.70,6,7,73.8,77,3,2,9322
1.70,6,7,71.7,70,3,2,9322
1.51,2,8,74.2,74,2,1,9324
1.51,5,5,67.8,70,2,1,9327
1.52,6,5,68.4,71,2,1,9330
1.55,3,8,74.4,69,2,1,9333
1.54,6,4,74.9,73,3,2,9336
1.51,5,5,67.5,76,3,2,9344
1.51,5,6,71.4,69,1,1,9344
1.57,6,7,73.4,74,1,1,9345
1.52,5,7,69.8,72,2,2,9350
1.50,4,6,77.8,71,1,2,9353
1.50,2,8,72.9,76,3,2,9355
1.52,5,6,71.6,71,2,2,9355
1.56,5,5,66.0,80,2,2,9357
1.51,5,5,74.5,73,3,2,9359
1.53,5,7,73.0,75,2,2,9360
1.50,5,5,71.7,74,2,1,9361
1.56,5,7,74.6,71,2,2,9365
1.75,5,7,73.6,78,3,2,9370
1.75,5,7,73.6,78,3,2,9370
1.51,5,7,74.4,73,2,2,9372
1.50,4,8,72.4,72,2,1,9382
1.53,4,7,74.3,71,3,3,9382
1.60,5,7,73.8,69,1,1,9383
1.54,6,4,74.9,73,3,2,9385
1.52,5,6,67.6,74,3,2,9389
1.51,5,5,67.5,76,3,2,9395
1.51,5,6,71.4,69,1,1,9395
1.52,5,7,69.8,72,2,2,9400
1.51,5,6,72.6,67,3,3,9403
1.70,2,8,74.8,77,3,3,9403
1.71,6,6,75.6,74,2,2,9407
1.55,4,6,77.0,71,3,3,9412
1.55,4,6,77.0,71,3,3,9418
1.52,3,7,74.2,76,3,3,9420
1.53,4,7,74.0,73,2,3,9428
1.52,4,7,76.2,69,2,1,9429
1.55,5,7,73.9,79,3,1,9430
1.52,5,7,73.0,75,2,1,9431
1.60,5,7,73.8,69,1,1,9433
1.51,5,6,71.7,70,3,1,9434
1.51,5,7,73.6,74,2,1,9436
1.51,3,8,70.9,72,2,1,9440
1.52,4,8,71.0,71,1,1,9441
1.51,2,8,72.5,72,2,1,9443
1.50,3,8,76.3,71,2,1,9444
1.51,5,7,78.7,69,2,2,9446
1.73,6,5,71.5,71,3,2,9446
1.70,6,7,73.2,73,3,2,9447
1.50,2,8,75.8,72,2,1,9468
1.72,6,6,71.4,76,3,2,9472
1.53,4,7,74.9,70,2,1,9474
1.51,5,6,72.6,67,3,3,9477
1.53,4,7,74.0,73,2,3,9478
1.52,4,7,76.2,69,2,1,9480
1.55,5,7,73.9,79,3,1,9481
1.51,4,8,75.8,69,2,1,9482
1.52,5,5,72.1,76,2,2,9484
1.50,5,5,71.7,74,2,1,9485
1.50,5,5,74.9,75,3,2,9485
1.61,6,6,71.9,72,2,1,9485
1.61,6,6,71.9,72,2,1,9485
1.90,6,8,71.6,79,3,2,9485
1.50,5,5,80.4,70,2,1,9486
1.56,5,7,74.6,71,2,2,9489
1.50,5,7,70.9,78,3,2,9490
1.73,6,5,71.5,71,3,2,9497
1.50,4,7,77.1,70,2,2,9503
1.52,5,7,72.4,73,2,2,9507
1.50,5,6,74.5,73,2,1,9510
1.71,6,7,69.4,73,1,1,9512
1.52,4,6,74.4,74,2,1,9514
1.50,5,7,72.1,72,3,2,9515
1.65,6,7,74.3,70,3,2,9524
1.65,6,7,74.3,70,3,2,9524
1.67,3,8,73.9,78,3,2,9525
1.50,4,6,77.8,71,1,2,9528
1.51,5,6,72.6,67,3,3,9528
1.58,2,8,75.8,65,2,3,9530
1.50,5,5,74.9,75,3,2,9536
1.50,5,5,71.7,74,2,1,9536
1.61,6,6,71.9,72,2,1,9536
1.61,6,6,71.9,72,2,1,9536
1.90,6,8,71.6,79,3,2,9536
1.55,5,6,73.4,71,2,1,9539
1.56,5,7,74.6,71,2,2,9539
1.50,6,6,74.1,71,2,1,9545
1.77,4,8,71.9,77,3,2,9548
1.50,4,7,70.8,80,3,2,9549
1.75,5,7,73.6,78,3,2,9555
1.75,5,7,73.6,78,3,2,9555
1.50,2,8,72.9,76,3,2,9559
1.53,5,7,74.1,71,2,1,9559
1.50,3,7,73.9,77,3,3,9561
1.51,4,7,76.9,70,2,1,9563
1.50,2,7,76.3,69,3,2,9570
1.70,6,7,73.2,73,3,2,9572
1.53,4,7,72.4,69,2,2,9577
1.71,5,8,72.8,74,2,2,9577
1.54,5,5,72.5,71,3,3,9581
1.50,4,7,70.9,75,3,3,9584
1.51,4,6,77.3,70,2,1,9587
1.51,5,5,67.8,70,2,1,9592
1.54,6,4,71.0,69,2,1,9592
1.52,1,8,68.8,74,2,1,9596
1.53,4,7,74.3,71,3,3,9599
1.50,5,6,73.8,77,3,2,9600
1.52,6,7,72.9,69,1,1,9600
1.52,5,6,74.9,79,1,2,9601
1.51,3,8,71.7,72,2,1,9604
1.52,5,5,73.2,72,2,1,9604
1.71,6,7,70.6,78,2,2,9604
1.75,5,7,73.6,78,3,2,9607
1.75,5,7,73.6,78,3,2,9607
1.50,5,7,73.5,70,2,1,9609
1.51,5,5,79.5,66,2,2,9609
1.53,5,6,73.8,73,2,1,9609
1.50,2,8,72.9,76,3,2,9610
1.67,6,5,73.4,72,1,1,9611
1.51,5,5,72.5,75,2,2,9615
1.52,5,6,74.3,72,2,2,9617
1.61,5,7,70.9,75,3,2,9617
1.61,5,7,70.9,75,3,2,9617
1.53,4,7,74.0,73,2,3,9618
1.70,2,8,74.8,77,3,3,9618
1.70,6,7,73.2,73,3,2,9624
1.71,5,8,72.8,74,2,2,9628
1.51,5,7,72.5,74,2,2,9629
1.50,5,4,76.2,72,3,3,9631
1.51,6,4,74.3,71,1,1,9634
1.71,6,6,73.6,75,3,2,9634
1.71,6,6,70.6,72,3,1,9634
1.50,5,6,72.0,73,2,1,9636
1.50,5,6,74.5,73,2,1,9636
1.50,5,5,72.7,71,2,1,9637
